Date,Policy #,Queue,Mode,Email Sent,Notes
"Tuesday, November 8, 2016",VF53019610,Pay,Monthly EFT,No,
"Tuesday, November 8, 2016",VF53032380,Pay,Monthly EFT,Yes,
"Thursday, November 10, 2016",VF53010410,Pay EFT,Monthly EFT,Yes,
"Thursday, November 10, 2016",VF53019010,Pay,Direct Quarterly,No,
"Monday, November 14, 2016",VF53025550,Pay,Listbill,No,
"Monday, November 14, 2016",VF52959930,Pay,Monthly EFT,No,
"Wednesday, November 16, 2016",VF53015960,Pay,Monthly EFT,Yes,
"Wednesday, November 16, 2016",VF53031440,Pay,Direct Quarterly,No,
"Thursday, November 17, 2016",VF53030850,Pay,Direct Annual,No,
"Tuesday, November 22, 2016",VF53009710,Pay,Monthly EFT,Yes,
"Tuesday, November 22, 2016",VF53012450,Pay,Monthly EFT,Yes,
"Tuesday, November 22, 2016",VF53011760,Pay,Direct Annual,No,
"Tuesday, November 29, 2016",VF52994280,Pay,Monthly EFT,Yes,
"Tuesday, November 29, 2016",VF52998880,Pay EFT,Direct Annual,No,
"Wednesday, November 30, 2016",VF53016870,Pay,Monthly EFT,No,
"Wednesday, November 30, 2016",VF53032320,Pay,Direct Annual,No,
"Wednesday, November 30, 2016",VF53035130,Pay,Direct Annual,No,
"Wednesday, November 30, 2016",VF53028510,Pay,Direct Annual,No,
"Thursday, December 1, 2016",VF53010660,Pay,Monthly EFT,Yes,
"Thursday, December 1, 2016",VF53028670,Pay,Direct Semi-Annual,No,
"Friday, December 2, 2016",VF53040780,Pay,Monthly EFT,Yes,
"Friday, December 9, 2016",VF53007380,Pay,Monthly EFT,Yes,
"Tuesday, December 13, 2016",VF53010340,Pay,Monthly EFT,Yes,
"Tuesday, December 13, 2016",VF53010790,Pay,Monthly EFT,Yes,
"Tuesday, December 13, 2016",VF53018160,Pay,Direct Annual,No,
"Tuesday, December 13, 2016",VF53018780,Pay,Direct Annual,No,
"Tuesday, December 13, 2016",VF53035120,Pay,Direct Annual,No,
"Tuesday, December 13, 2016",VF53033980,Pay,Monthly EFT,Yes,
"Thursday, December 15, 2016",VF52968330,Pay,Monthly EFT,Yes,
"Thursday, December 15, 2016",VF52968320,Pay,Direct Quarterly,Yes,
"Tuesday, December 20, 2016",VF53041160,Pay,Monthly EFT,Yes,
"Tuesday, December 20, 2016",VF53010860,Pay EFT,Monthly EFT,,
"Thursday, December 22, 2016",VF53037430,Pay,Direct Annual,No,
"Friday, December 30, 2016",VF53025250,Pay,Direct Annual,No,
"Friday, December 30, 2016",VF53039350,Pay EFT,Monthly EFT,Yes,
"Friday, December 30, 2016",VF53039020,Pay,Monthly EFT,Yes,
"Friday, December 30, 2016",VF53058510,Pay,Listbill,No,
"Friday, December 30, 2016",VF53042480,Pay EFT,Monthly EFT,No,
"Friday, December 30, 2016",VF53046320,Pay,Direct Annual,No,
"Thursday, January 5, 2017",VF53020680,Pay EFT,Monthly EFT,Yes,
"Friday, January 13, 2017",VF53041600,Pay EFT,Monthly EFT,Yes,
"Tuesday, January 17, 2017",VF53029920,Pay EFT,Direct Annual,Yes,
"Friday, January 20, 2017",VF53019240,Pay,Direct Annual,No,
"Tuesday, January 24, 2017",VF53024880,Pay,Monthly EFT,Yes,
"Friday, January 27, 2017",VF53059000,Pay,Direct Annual,No,
"Friday, January 27, 2017",VF53062560,Pay,Listbill,No,
"Friday, January 27, 2017",VF53062620,Pay,Listbill,No,
"Monday, January 30, 2017",VF53052170,Pay,Monthly EFT,Yes,
"Tuesday, January 31, 2017",VF53047110,Pay,Direct Annual,No,
"Wednesday, February 1, 2017",VF53052330,Pay,Monthly EFT,Yes,
"Wednesday, February 1, 2017",VF53064990,Pay,Monthly EFT,Yes,
"Friday, February 3, 2017",VF53040940,Pay,Monthly EFT,Yes,
"Monday, February 6, 2017",VF53044760,Pay,Monthly EFT,Yes,
"Monday, February 6, 2017",VF53060290,Pay,Monthly EFT,Yes,
"Monday, February 6, 2017",VF53004420,Pay,Monthly EFT,Yes,
"Wednesday, February 8, 2017",VF53044750,Pay,Monthly EFT,Yes,
"Thursday, February 9, 2017",VF53057340,Pay,Direct Annual,No,
"Friday, February 10, 2017",VF53048690,Pay,Direct Quarterly,No,
"Friday, February 10, 2017",VF53061750,Pay,Direct Annual,No,
"Friday, February 10, 2017",VF53050440,Pay EFT,Monthly EFT,No,
"Friday, February 10, 2017",VF53061400,Pay,Direct Annual,No,
"Thursday, February 16, 2017",VF53064610,Pay EFT,Monthly EFT,Yes,
"Friday, February 17, 2017",VF53068290,Pay EFT,Monthly EFT,Yes,
"Tuesday, February 21, 2017",VF53065310,Pay,Direct Annual,No,
"Tuesday, February 21, 2017",VF53031560,Pay,Monthly EFT,Yes,
"Tuesday, February 21, 2017",VF53073920,Pay,Direct Annual,No,
"Tuesday, February 21, 2017",VF53056210,Pay,Direct Annual,No,
"Tuesday, February 21, 2017",VF53064500,Pay,Direct Annual,No,
"Tuesday, February 21, 2017",VF53064260,Pay,Direct Annual,No,
"Wednesday, February 22, 2017",VF53071060,Pay,Direct Annual,No,
"Thursday, February 23, 2017",VF53065220,Pay,Direct Annual,No,
"Thursday, February 23, 2017",VF53045470,Pay,Direct Annual,No,
"Thursday, February 23, 2017",VF53020510,Pay EFT,Monthly EFT,Yes,
"Friday, February 24, 2017",VF53063620,Pay,Monthly EFT,No,
"Friday, February 24, 2017",VF53066970,Pay,Monthly EFT,No,
"Friday, February 24, 2017",VF53064790,Pay,Direct Annual,No,
"Friday, February 24, 2017",VF53056870,Pay,Direct Annual,No,
"Friday, February 24, 2017",VF53059300,Pay,Direct Annual,No,
"Thursday, March 2, 2017",VF53066350,Pay,Monthly EFT,Yes,
"Thursday, March 2, 2017",VF53071560,Pay,Monthly EFT,No,
"Thursday, March 2, 2017",VF53058520,Pay,Direct Annual,No,
"Thursday, March 2, 2017",VF53075660,Pay,Direct Annual,No,
"Thursday, March 2, 2017",VF53061460,Pay,Monthly EFT,Yes,
"Friday, March 3, 2017",VF53065760,Pay EFT,Direct Annual,No,
"Friday, March 3, 2017",VF53048080,Pay,Direct Annual,No,
"Friday, March 3, 2017",VF53040330,Pay,Listbill,No,
"Friday, March 3, 2017",VF53040340,Pay,Listbill,No,
"Monday, March 6, 2017",VF53029790,Pay,Monthly EFT,Yes,
"Monday, March 6, 2017",VF53065060,Pay,Monthly EFT,No,
"Monday, March 6, 2017",VF53043680,Pay,Monthly EFT,Yes,
"Monday, March 6, 2017",VF53045880,Pay,Monthly EFT,Yes,
"Wednesday, March 8, 2017",VF53042260,Pay EFT,Monthly EFT,Yes,
"Thursday, March 16, 2017",VF53065540,Pay,Monthly EFT,No,
"Monday, March 20, 2017",VF53072600,Pay EFT,Monthly EFT,Yes,
"Tuesday, March 21, 2017",VF53063310,Pay,Direct Annual,No,
"Tuesday, March 21, 2017",VF53052020,Pay,Monthly EFT,Yes,
"Tuesday, March 21, 2017",VF53039670,Pay,Monthly EFT,No,
"Tuesday, March 21, 2017",VF53053440,Pay EFT,Monthly EFT,Yes,
"Wednesday, March 22, 2017",VF53051110,Pay,Direct Annual,No,
"Wednesday, March 22, 2017",VF53059780,Pay,Direct Annual,No,
"Wednesday, March 22, 2017",VF53074020,Pay,Monthly EFT,Yes,
"Wednesday, March 22, 2017",VF53043890 ,Pay,Monthly EFT,No,
"Wednesday, March 22, 2017",VF53045300  ,Pay,Monthly EFT,No,
"Thursday, March 23, 2017",VF53060720,Pay,Monthly EFT,Yes,
"Thursday, March 23, 2017",VF53043260,Pay,Direct Annual,No,
"Thursday, March 23, 2017",VF53083270,Pay,Direct Annual,No,
"Thursday, March 23, 2017",VF53073300,Pay,Direct Quarterly,No,
"Thursday, March 23, 2017",VF53060910,Pay,Monthly EFT,Yes,
"Thursday, March 23, 2017",VF53074770,Pay,Direct Annual,No,
"Thursday, March 23, 2017",VF53034360,Pay,Direct Annual,No,
"Thursday, March 23, 2017",VF53083910,Pay EFT,Direct Annual,No,
"Thursday, March 23, 2017",VF53074720,Pay,Monthly EFT,Yes,
"Thursday, March 23, 2017",VF53075250,Pay,Monthly EFT,Yes,
"Thursday, March 23, 2017",VF53079900,Pay,Monthly EFT,Yes,
"Thursday, March 23, 2017",VF53043490,Pay EFT,Monthly EFT,Yes,
"Friday, March 24, 2017",VF53066790,Pay EFT,Monthly EFT,No,
"Friday, March 24, 2017",VF53069550,Pay,Monthly EFT,Yes,
"Friday, March 24, 2017",VF53072370,Pay,Monthly EFT,Yes,
"Friday, March 24, 2017",VF53070810,Pay,Monthly EFT,No,
"Friday, March 24, 2017",VF53072570,Pay,Direct Annual,No,
"Friday, March 24, 2017",VF53053000,Pay,Direct Annual,No,
"Friday, March 24, 2017",VF53063780,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53077390,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53066650,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53077400,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53056690,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53068680,Pay,Direct Annual,No,
"Monday, March 27, 2017",VF53068320,Pay,Monthly EFT,Yes,
"Monday, March 27, 2017",VF53049440,Pay,Monthly EFT,Yes,
"Monday, March 27, 2017",VF53075940,Pay,Monthly EFT,Yes,
"Monday, March 27, 2017",VF53069280,Pay,Monthly EFT,Yes,
"Monday, March 27, 2017",VF53083770,Pay EFT,Direct Annual,No,
"Monday, March 27, 2017",VF53083770,Pay EFT,Monthly EFT,Yes,
"Tuesday, March 28, 2017",VF53065850,Pay EFT,Monthly EFT,Yes,
"Wednesday, March 29, 2017",VF53058960,Pay,Direct Annual,No,
"Wednesday, March 29, 2017",VF53075870,Pay,Monthly EFT,No,
"Wednesday, March 29, 2017",VF53065690,Pay,Monthly EFT,Yes,
"Wednesday, March 29, 2017",VF53083330,Pay,Direct Annual,No,
"Thursday, March 30, 2017",VF53063090,Pay EFT,Monthly EFT,Yes,
"Thursday, March 30, 2017",VF52995040,Pay EFT,Monthly EFT,Yes,
"Thursday, March 30, 2017",VF53078980,Pay EFT,Monthly EFT,Yes,
"Thursday, March 30, 2017",VF53061850,Pay EFT,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53062350,Pay,Monthly EFT,No,
"Friday, March 31, 2017",VF53062380,Pay,Direct Annual,No,
"Friday, March 31, 2017",VF53062140,Pay,Direct Annual,No,
"Friday, March 31, 2017",VF53076320,Pay,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53056860,Pay,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53072520,Pay,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53076920,Pay,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53087900,Pay,Direct Quarterly,No,
"Friday, March 31, 2017",VF53039630,Pay EFT,Monthly EFT,Yes,
"Friday, March 31, 2017",VF53053150,Pay EFT,Direct Annual,Yes,
"Friday, March 31, 2017",VF53056950,Pay EFT,Monthly EFT,No,
"Monday, April 3, 2017",VP66277690,Pay,Direct Annual,No,
"Monday, April 3, 2017",VP66284200,Pay,Direct Semi-Annual,No,
"Monday, April 3, 2017",VP66283530,Pay,Direct Annual,No,
"Tuesday, April 4, 2017",VF53060350,Pay EFT,Monthly EFT,Yes,
"Tuesday, April 4, 2017",VP66282090,Pay,Direct Annual,No,
"Tuesday, April 4, 2017",VP71081920,Pay,Direct Annual,No,
"Tuesday, April 4, 2017",VF53063100,Pay,Direct Annual,No,
"Thursday, April 6, 2017",VP66284880,Pay,Direct Annual,No,
"Thursday, April 6, 2017",VP66284710,Pay,Direct Quarterly,No,
"Friday, April 7, 2017",VP66281260,Pay,Direct Annual,No,
"Friday, April 7, 2017",VF53081150,Pay,Monthly EFT,No,
"Friday, April 7, 2017",VF53054080,Pay,Direct Annual,No,
"Friday, April 7, 2017",VF53025640,Pay,Listbill,No,
"Friday, April 7, 2017",VF53021460,Pay,Listbill,No,
"Friday, April 7, 2017",VF53081620,Pay,Monthly EFT,Yes,
"Monday, April 10, 2017",VF53060450,Pay,Monthly EFT,Yes,
"Monday, April 10, 2017",VF53081190,Pay,Direct Annual,No,
"Monday, April 10, 2017",VP66285970,Pay,Direct Quarterly,No,
"Monday, April 10, 2017",VF53075670,Pay,Monthly EFT,Yes,
"Friday, April 14, 2017",VF53081280,Pay,Direct Quarterly,No,
"Friday, April 14, 2017",VF53049610,Pay,Monthly EFT,Yes,
"Friday, April 14, 2017",VF53067660,Pay,Direct Annual,No,
"Monday, April 17, 2017",VP66284440,Pay,Direct Annual,No,
"Monday, April 17, 2017",VF53079360,Pay,Monthly EFT,Yes,
"Monday, April 17, 2017",VF53076310,Pay,Direct Annual,No,
"Tuesday, April 18, 2017",VF53054340,Pay,Direct Annual,No,
"Tuesday, April 18, 2017",VF53084960,Pay,Direct Annual,No,
"Wednesday, April 19, 2017",VP66286630,Pay,Monthly EFT,Yes,
"Wednesday, April 19, 2017",VF53068980,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53077000,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53095220 ,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53095250,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53055120,Pay,Listbill,,
"Thursday, April 20, 2017",VF53054730,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53097560,Pay,Direct Annual,No,
"Thursday, April 20, 2017",VF53069490,Pay EFT,Monthly EFT,Yes,
"Friday, April 21, 2017",VF53091410,Pay,Direct Annual,No,
"Friday, April 21, 2017",VF53045590,Pay,Monthly EFT,Yes,
"Friday, April 21, 2017",VF53083790,Pay,Monthly EFT,Yes,
"Friday, April 21, 2017",VF53085100,Pay,Monthly EFT,No,
"Wednesday, April 26, 2017",VF53066760,Pay,Direct Annual,No,
"Wednesday, April 26, 2017",VP66285070,Pay,Monthly EFT,No,
"Thursday, April 27, 2017",VF53088780,Pay EFT,Monthly EFT,Yes,
"Friday, April 28, 2017",VF53070390,Pay,Direct Annual,No,
"Friday, April 28, 2017",VF53067860,Pay,Monthly EFT,Yes,
"Monday, May 1, 2017",VF53096490,Pay,Direct Annual,No,
"Tuesday, May 2, 2017",VP66284640,Pay,Direct Annual,No,
"Tuesday, May 2, 2017",VF53066760,Pay,Direct Annual,No,
"Tuesday, May 2, 2017",VF53064600,Pay EFT,Monthly EFT,Yes,
"Wednesday, May 3, 2017",VF53069010,Pay,Direct Annual,No,
"Thursday, May 4, 2017",VF53078780,Pay,Monthly EFT,Yes,
"Thursday, May 4, 2017",VP66290240,Pay,Direct Annual,No,
"Thursday, May 4, 2017",VF53007500,Pay,Direct Annual,No,
"Friday, May 5, 2017",VF53095160,Pay EFT,Monthly EFT,No,
"Wednesday, May 10, 2017",VF53040830,Pay EFT,Monthly EFT,Yes,
"Thursday, May 11, 2017",VF53069300,Pay EFT,Monthly EFT,Yes,
"Friday, May 19, 2017",VF53085910,Pay,Direct Annual,No,
"Friday, May 19, 2017",VF53054300,Pay,Direct Annual,No,
"Friday, May 19, 2017",VF53095060,Pay,Direct Annual,No,
"Friday, May 19, 2017",VF53090460,Pay,Direct Annual,No,
"Friday, May 19, 2017",VF53096170,Pay,Monthly EFT,Yes,
"Friday, May 19, 2017",VF53076780,Pay,Direct Quarterly,No,
"Friday, May 19, 2017",VF53082150,Pay,Monthly EFT,Yes,
"Friday, May 19, 2017",VF53104610,Pay,Direct Annual,No,
"Friday, May 19, 2017",VF53093400,Pay,Monthly EFT,Yes,
"Monday, May 22, 2017",VP66284860,Pay,Direct Annual,No,
"Tuesday, May 23, 2017",VF53098690,Pay,Monthly EFT,Yes,
"Tuesday, May 23, 2017",VF53086790,Pay,Direct Annual,No,
"Tuesday, May 23, 2017",VF53083520,Pay,Listbill,No,
"Tuesday, May 23, 2017",VF53076900,Pay,Monthly EFT,Yes,
"Tuesday, May 23, 2017",VF53104830,Pay,Monthly EFT,Yes,
"Tuesday, May 23, 2017",VF53085530,Pay,Monthly EFT,Yes,
"Friday, May 26, 2017",VF53097060,Pay EFT,Monthly EFT,Yes,
"Tuesday, May 30, 2017",VF53096170,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53097180,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53056920,Pay,Direct Annual,No,
"Tuesday, May 30, 2017",VF53096130,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53096120,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53074100,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53096110,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53079120,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53100150,Pay,Direct Annual,No,
"Tuesday, May 30, 2017",VF53062820,Pay,Monthly EFT,No,
"Tuesday, May 30, 2017",VF53091140,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VP66288880,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VP66288870,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VP66289250,Pay,Direct Semi-Annual,No,
"Wednesday, May 31, 2017",VP66284210,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VF53019640,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VF53099780,Pay,Direct Annual,No,
"Wednesday, May 31, 2017",VF53092050,Pay EFT,Monthly EFT,No,
"Wednesday, May 31, 2017",VF53107470,Pay,Direct Annual,No,
"Friday, June 2, 2017",VF53050160,Pay EFT,Monthly EFT,Yes,
"Monday, June 5, 2017",VF53085190,Pay,Monthly EFT,Yes,
"Monday, June 5, 2017",VF53071500,Pay EFT,Monthly EFT,Yes,
"Tuesday, June 6, 2017",VF53088130,Pay,Direct Annual,No,
"Tuesday, June 6, 2017",VF53068080,Pay,Monthly EFT,Yes,
"Tuesday, June 6, 2017",VF53102560,Pay,Direct Quarterly,No,
"Tuesday, June 6, 2017",VF53102190,Pay,Direct Quarterly,No,
"Tuesday, June 6, 2017",VF53104030,Pay,Direct Annual,No,
"Tuesday, June 6, 2017",VP66280830,Pay,Direct Annual,No,
"Friday, June 9, 2017",VF53101670,Pay,Direct Annual,No,
"Friday, June 9, 2017",VF53091640,Pay,Monthly EFT,Yes,
"Friday, June 9, 2017",VF53102170,Pay,Monthly EFT,Yes,
"Friday, June 9, 2017",VF53109010,Pay,Direct Quarterly,No,
"Friday, June 9, 2017",VF53090400,Pay,Monthly EFT,Yes,
"Friday, June 9, 2017",VF53098180,Pay EFT,Monthly EFT,Yes,
"Tuesday, June 13, 2017",VF53115540,Pay,Monthly EFT,Yes,
"Friday, June 16, 2017",VF53078180,Pay,Monthly EFT,Yes,
"Friday, June 16, 2017",VF53068490,Pay,Direct Annual,No,
"Friday, June 16, 2017",VF53105360,Pay,Direct Annual,No,
"Friday, June 16, 2017",VF53107650,Pay,Monthly EFT,Yes,
"Friday, June 16, 2017",VF53101460,Pay,Direct Annual,No,
"Friday, June 16, 2017",VF53119380,Pay,Monthly EFT,Yes,
"Monday, June 19, 2017",VF53116420,Pay,Direct Quarterly,No,
"Thursday, June 29, 2017",VF53098210,Pay,Monthly EFT,Yes,
"Friday, June 30, 2017",VF53108530,Pay EFT,Monthly EFT,,
"Monday, July 3, 2017",VP66285550,Pay,Direct Annual,No,
"Monday, July 3, 2017",VP66292390,Pay,Monthly EFT,Yes,
"Monday, July 3, 2017",VP66292340,Pay,Direct Annual,No,
"Monday, July 3, 2017",VP66288290,Pay,Direct Annual,No,
"Monday, July 3, 2017",VF53066410,Pay,Monthly EFT,No,
"Monday, July 3, 2017",VF53106040,Pay,Monthly EFT,No,
"Monday, July 3, 2017",VP66295400,Pay,Direct Annual,No,
"Monday, July 3, 2017",VF53105380,Pay,Direct Quarterly,No,
"Monday, July 3, 2017",VF53105760,Pay,Direct Annual,No,
"Monday, July 3, 2017",VF53097790,Pay,Monthly EFT,No,
"Monday, July 3, 2017",VF53097840,Pay,Monthly EFT,No,
"Monday, July 3, 2017",VF53108590,Pay,Direct Quarterly,No,
"Monday, July 3, 2017",VF53131530,Pay,Direct Annual,No,
"Monday, July 3, 2017",VF53093630,Pay,Direct Annual,No,
"Thursday, July 6, 2017",VF53105150,Pay EFT,Monthly EFT,No,
"Thursday, July 6, 2017",VP66288010,Pay,Direct Annual,No,
"Friday, July 7, 2017",VF53105190,Pay EFT,Monthly EFT,No,
"Friday, July 7, 2017",VF53103130,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 11, 2017",VF53101440,Pay,Direct Annual,No,
"Tuesday, July 11, 2017",VF53088150,Pay EFT,Monthly EFT,Yes,
"Thursday, July 13, 2017",VF53062690,Pay,Listbill,No,
"Thursday, July 13, 2017",VF53117910,Pay EFT,Monthly EFT,Yes,
"Friday, July 14, 2017",VF53115330,Pay,Direct Annual,No,
"Friday, July 14, 2017",VF53108820,Pay EFT,Monthly EFT,Yes,
"Thursday, July 20, 2017",VF53085730,Pay,Direct Quarterly,No,
"Friday, July 21, 2017",VF53130650,Pay,Direct annual,No,
"Monday, July 24, 2017",VF53104790,Pay EFT,Direct Annual,Yes,
"Monday, July 24, 2017",VP66295110,Pay,Direct Annual,No,
"Monday, July 24, 2017",VF53138680,Pay,Direct Annual,No,
"Monday, July 24, 2017",VF53098460,Pay,Direct Annual,No,
"Monday, July 24, 2017",VF53125000,Pay,Direct Annual,No,
"Monday, July 24, 2017",VF53126240,Pay,Direct Quarterly,No,
"Monday, July 24, 2017",VF53125650,Pay EFT,Monthly EFT,Yes,
"Monday, July 24, 2017",VF53059750,Pay EFT,Monthly EFT,Yes,
"Monday, July 24, 2017",VF53089610,Pay EFT,Monthly EFT,Yes,
"Monday, July 24, 2017",VF53137390,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VF53098520,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VF53131940,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VF53098920,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VF53115240,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VP66278490,Pay EFT,Monthly EFT,Yes,
"Tuesday, July 25, 2017",VF53114630,Pay EFT,Monthly EFT,Yes,
"Wednesday, July 26, 2017",VF53088680,Pay,Direct Annual,No,
"Wednesday, July 26, 2017",VP66298910,Pay EFT,Monthly EFT,Yes,
"Thursday, July 27, 2017",VF53070330,Pay,Direct Quarterly,No,
"Thursday, July 27, 2017",VF53116930,Pay,Direct Annual,No,
"Thursday, July 27, 2017",VF53116950,Pay,Direct Annual,No,
"Thursday, July 27, 2017",VF53120840,Pay,Monthly EFT,No,
"Thursday, July 27, 2017",VF53126900,Pay,Direct Annual,No,
"Thursday, July 27, 2017",VF53104760,Pay,Monthly EFT,Yes,
"Thursday, July 27, 2017",VF53122280,Pay,Direct Annual,No,
"Thursday, July 27, 2017",VF53134050,Pay,Monthly EFT,Yes,
"Thursday, July 27, 2017",VF53085520,Pay,Monthly EFT,Yes,
"Friday, July 28, 2017",VF53077350,Pay,Listbill,No,
"Friday, July 28, 2017",VF53100780,Pay,Direct Annual,No,
"Friday, July 28, 2017",VF53083850,Pay,Direct Annual,No,
"Friday, July 28, 2017",VF53092340,Pay,Direct Annual,No,
"Friday, July 28, 2017",VF53130990,Pay EFT,Monthly EFT,No,
"Friday, July 28, 2017",VF53070040,Pay EFT,Monthly EFT,No,
"Friday, July 28, 2017",VF53127260,Pay EFT,Monthly EFT,No,
"Friday, July 28, 2017",VF53116170,Pay,Monthly EFT,Yes,
"Friday, July 28, 2017",VF53107870,Pay,Monthly EFT,Yes,
"Friday, July 28, 2017",VF53124850,Pay,Direct Annual,No,
"Friday, July 28, 2017",VF53071100,Pay EFT,Monthly EFT,No,
"Monday, July 31, 2017",VP66295880,Pay,Direct Annual,No,
"Monday, July 31, 2017",VP66283840,Pay,Direct Annual,No,
"Monday, July 31, 2017",VF53083190,Pay,Direct Annual,No,
"Monday, July 31, 2017",VF53126680,Pay EFT,Monthly EFT,Yes,
"Monday, July 31, 2017",VF53129620,Pay,Direct Annual,No,
"Tuesday, August 1, 2017",VF53125760,Pay,Direct Annual,No,
"Thursday, August 3, 2017",VF53125760,Pay,Direct Annual,No,
"Thursday, August 3, 2017",VP66297350,Pay,Direct Annual,No,
"Thursday, August 3, 2017",VF53124830,Pay,Direct Annual,No,
"Friday, August 4, 2017",VF53108030,Pay EFT,Monthly EFT,No,
"Friday, August 4, 2017",VP66297260,Pay EFT,Monthly EFT,Yes,
"Friday, August 4, 2017",VF53151570,Pay,Direct Annual,No,
"Monday, August 7, 2017",VF53127280,Pay,Monthly EFT,Yes,
"Monday, August 7, 2017",VF53086100,Pay EFT,Monthly EFT,No,
"Monday, August 7, 2017",VF53076370,Pay EFT,Monthly EFT,Yes,
"Monday, August 7, 2017",VF53135170,Pay,Monthly EFT,Yes,
"Monday, August 7, 2017",VP66295460,Pay EFT,Monthly EFT,No,
"Monday, August 7, 2017",VF53088700,Pay EFT,Monthly EFT,Yes,
"Monday, August 7, 2017",VP66288460,Pay,Direct Quarterly,No,
"Monday, August 7, 2017",VF53130390,Pay,Direct Annual,No,
"Monday, August 7, 2017",VF53119830,Pay EFT,Monthly EFT,Yes,
"Tuesday, August 8, 2017",VF53122170,Pay,Direct Annual,No,
"Tuesday, August 8, 2017",VF53141090,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 9, 2017",VF53088870,Pay,Direct Annual,No,
"Wednesday, August 9, 2017",VF53100610,Pay EFT,Monthly EFT,Yes,
"Thursday, August 10, 2017",VF53076370,Pay EFT,Monthly EFT,Yes,
