Date,Policy #,Queue,Mode,Email Sent,Notes
"Friday, August 11, 2017",VF53133550,Pay EFT,Monthly EFT,No,
"Friday, August 11, 2017",VF53097800,Pay EFT,Monthly EFT,No,
"Friday, August 11, 2017",VF53086140,Pay,Direct Annual,No,
"Tuesday, August 15, 2017",VF53132970,Pay,Direct Annual,No,
"Tuesday, August 15, 2017",VF53097530,Pay,Monthly EFT,Yes,
"Tuesday, August 15, 2017",VF53145680,Pay,Direct Annual,No,
"Tuesday, August 15, 2017",VF53070330,Pay EFT,Monthly EFT,No,
"Wednesday, August 16, 2017",VF53104630,Pay,Direct Annual,No,
"Thursday, August 17, 2017",VF53137910,Pay EFT,Monthly EFT,Yes,
"Thursday, August 17, 2017",VP66293840,Pay,Monthly EFT,No,
"Thursday, August 17, 2017",VF53136080,Pay,Monthly EFT,Yes,
"Friday, August 18, 2017",VF53139810,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53139690,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53122220,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53127280,Pay,Monthly EFT,No,
"Friday, August 18, 2017",VF53082650,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53108330,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53030280,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53132340,Pay,Direct Annual,No,
"Friday, August 18, 2017",VF53132370,Pay,Monthly EFT,Yes,
"Friday, August 18, 2017",VF53132210,Pay EFT,Monthly EFT,Yes,
"Monday, August 21, 2017",VF53134080,Pay,Direct Annual,No,
"Monday, August 21, 2017",VP66291390,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53101730,Pay EFT,Monthly EFT,Yes,
"Monday, August 21, 2017",VP66295970,Pay,Direct Quarterly,No,
"Monday, August 21, 2017",VP66300720,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53147330,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53147340,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53084420,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53123600,Pay,Direct Annual,No,
"Monday, August 21, 2017",VP66291970,Pay,Direct Annual,No,
"Monday, August 21, 2017",VP66292880,Pay,Direct Quarterly,No,
"Monday, August 21, 2017",VP66292720,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53126030,Pay,Direct Quarterly,No,
"Monday, August 21, 2017",VP66296010,Pay,Direct Annual,No,
"Monday, August 21, 2017",VF53126020,Pay EFT,Monthly EFT,Yes,
"Tuesday, August 22, 2017",VP66293050,Pay,Direct Annual,No,
"Tuesday, August 22, 2017",VP66296640,Pay,Direct Quarterly,No,
"Tuesday, August 22, 2017",VP66300420,Pay,Direct Quarterly,No,
"Tuesday, August 22, 2017",VF53140710,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 23, 2017",VF53132260 ,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 23, 2017",VF53125030,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 23, 2017",VF53121450,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 23, 2017",VF53134260,Pay EFT,Monthly EFT,Yes,
"Thursday, August 24, 2017",VF53056790,Pay EFT,Monthly EFT,Yes,
"Thursday, August 24, 2017",VF53100040,Pay,Direct Annual,No,
"Friday, August 25, 2017",VF53108830,Pay EFT,Monthly EFT,No,
"Friday, August 25, 2017",VF53134500,Pay EFT,Direct Annual,No,
"Friday, August 25, 2017",VF53107410,Pay EFT,Monthly EFT,No,
"Friday, August 25, 2017",VF53134390,Pay EFT,Monthly EFT,Yes,
"Friday, August 25, 2017",VF53147530,Pay EFT,Monthly EFT,Yes,
"Friday, August 25, 2017",VF53134900,Pay,Monthly EFT,Yes,
"Friday, August 25, 2017",VF53057080,Pay EFT,Monthly EFT,Yes,
"Friday, August 25, 2017",VF53125540,Pay EFT,Monthly EFT,Yes,
"Monday, August 28, 2017",VF53127260,Pay,Monthly EFT,No,
"Monday, August 28, 2017",VF53125500,Pay,Monthly EFT,No,
"Monday, August 28, 2017",VF53067620,Pay,Direct Annual,No,
"Monday, August 28, 2017",VF53134190,Pay,Direct Annual,No,
"Monday, August 28, 2017",VF53133220,Pay EFT,Monthly EFT,Yes,
"Monday, August 28, 2017",VF53152610,Pay,Direct Annual,No,
"Monday, August 28, 2017",VF53140560,Pay,Direct Annual,No,
"Monday, August 28, 2017",VP66299140,Pay,Direct Annual,No,
"Monday, August 28, 2017",VF53144140,Pay,Direct Quarterly,No,
"Monday, August 28, 2017",VF53140380,Pay,Direct Quarterly,No,
"Monday, August 28, 2017",VF53117260,Pay,Monthly EFT,No,
"Monday, August 28, 2017",VF53141850,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VF53132050,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VF53143170,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VF53136270,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VF53139270,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VF53120010,Pay,Monthly EFT,Yes,
"Tuesday, August 29, 2017",VP66288200,Pay,Direct Semi-Annual,No,
"Tuesday, August 29, 2017",VP66302020,Pay,Direct Quarterly,No,
"Tuesday, August 29, 2017",VP66296960,Pay,Direct Annual,No,
"Tuesday, August 29, 2017",VP66279610,Pay,Direct Quarterly,No,
"Tuesday, August 29, 2017",VF53146180,Pay,Monthly EFT,No,
"Wednesday, August 30, 2017",VF53132050,Pay,Direct Annual,No,
"Wednesday, August 30, 2017",VF53077110,Pay,Direct Annual,No,
"Wednesday, August 30, 2017",VF53122770,Pay,Monthly EFT,No,
"Wednesday, August 30, 2017",VF53131210,Pay,Direct Annual,No,
"Wednesday, August 30, 2017",VF53153940,Pay,Monthly EFT,No,
"Wednesday, August 30, 2017",VF53088720,Pay EFT,Monthly EFT,Yes,
"Wednesday, August 30, 2017",VF53097100,Pay EFT,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF53105630,Pay,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF76048140,Pay,Direct Annual,No,
"Thursday, August 31, 2017",VF76048150,Pay,Direct Annual,No,
"Thursday, August 31, 2017",VF53146400,Pay,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF53139000,Pay,Direct Annual,No,
"Thursday, August 31, 2017",VF53143100,Pay,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF53120260,Pay,Direct Annual,No,
"Thursday, August 31, 2017",VF53089650,Pay,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF53152250,Pay,Monthly EFT,Yes,
"Thursday, August 31, 2017",VF53140420,Pay,Direct Annual,No,
"Thursday, August 31, 2017",VF53134710,Pay,Monthly EFT,No,
"Thursday, August 31, 2017",VP66300420,Pay EFT,Monthly EFT,Yes,
"Thursday, August 31, 2017",VP66293800,Pay EFT,Monthly EFT,Yes,
"Friday, September 8, 2017",VF53126270,Pay EFT,Monthly EFT,Yes,
"Friday, September 8, 2017",VP66301160,Pay EFT,Monthly EFT,Yes,
"Friday, September 8, 2017",VF53082050,Pay,Direct Annual,No,
"Friday, September 8, 2017",VF53140110,Pay,Direct Annual,No,
"Friday, September 8, 2017",VF53140120,Pay,Direct Annual,No,
"Friday, September 8, 2017",VP66295900,Pay,Direct Annual,No,
"Friday, September 8, 2017",VF53141100,Pay,Monthly EFT,No,
"Friday, September 8, 2017",VF53139010,Pay,Direct Annual,No,
"Monday, September 11, 2017",VF53146170,Pay,Monthly EFT,No,
"Monday, September 11, 2017",VF53107890,Pay,Direct Annual,No,
"Monday, September 11, 2017",VF53119080,Pay EFT,Monthly EFT,Yes,
"Monday, September 11, 2017",VF53142380,Pay,Direct Annual,Yes,
"Tuesday, September 12, 2017",VF53121980,Pay EFT,Monthly EFT,No,
"Friday, September 15, 2017",VF53140540,Pay,Direct Annual,No,
"Friday, September 15, 2017",VF53116780,Pay,Direct Quarterly,No,
"Thursday, September 21, 2017",VF53147110,Pay,Direct Annual,No,
"Thursday, September 21, 2017",VP66294760,Pay,Direct Annual,No,
"Thursday, September 21, 2017",VF53140780,Pay,Monthly EFT,Yes,
"Thursday, September 21, 2017",VP66300200,Pay,Direct Quarterly,No,
"Thursday, September 21, 2017",VP66300320,Pay,Direct Annual,No,
"Thursday, September 21, 2017",VF53152060,Pay,Direct Annual,No,
"Friday, September 22, 2017",VF53161100,Pay,Direct Annual,No,
"Monday, September 25, 2017",VF53146300,Pay,Monthly EFT,Yes,
"Monday, September 25, 2017",VF53096680,Pay,Direct Annual,No,
"Monday, September 25, 2017",VF53139320,Pay,Direct Annual,No,
"Tuesday, September 26, 2017",VF53130000,Pay,Monthly EFT,Yes,
"Thursday, September 28, 2017",VF53128540,Pay EFT,Monthly EFT,Yes,
"Thursday, September 28, 2017",VF53141630,Pay,Direct Quarterly,No,
"Friday, September 29, 2017",VF53091010,Pay EFT,Direct Quarterly,Yes,
"Friday, September 29, 2017",VF53133660,Pay EFT,Monthly EFT,Yes,
"Friday, September 29, 2017",VF53132670,Pay EFT,Monthly EFT,Yes,
"Friday, September 29, 2017",VF53137960,Pay EFT,Monthly EFT,Yes,
"Friday, September 29, 2017",VF53157010,Pay EFT,Monthly EFT,Yes,
"Monday, October 2, 2017",VF53133650,Pay,Direct Annual,No,
"Tuesday, October 3, 2017",VP66290060,Pay,Direct Quarterly,No,
"Tuesday, October 3, 2017",VF53094010,Pay,Direct Annual,No,
"Thursday, October 5, 2017",VF53141460,Pay EFT,Monthly EFT,Yes,
"Thursday, October 5, 2017",VP66301530,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53101040,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53078580,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53078560,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53078570,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53143130,Pay EFT,Monthly EFT,Yes,
"Friday, October 6, 2017",VF53137640,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53152680,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53153640,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53145890,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53175460,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53152940,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53145250,Pay,Monthly EFT,Yes,
"Friday, October 6, 2017",VF53101040,Pay,Direct Annual,No,
"Friday, October 6, 2017",VP66290430,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53139610,Pay,Direct Annual,No,
"Friday, October 6, 2017",VF53120430,Pay,Monthly EFT,Yes,
"Friday, October 6, 2017",VF53167820,Pay,Monthly EFT,Yes,
"Thursday, October 12, 2017",VF53147240,Pay EFT,Monthly EFT,Yes,
"Monday, October 16, 2017",VF53165180,Pay,Direct Annual,No,
"Monday, October 16, 2017",VF53165190,Pay,Direct Annual,No,
"Monday, October 16, 2017",VF53159100,Pay,Direct Annual,No,
"Monday, October 16, 2017",VF53153440,Pay,Direct Annual,No,
"Monday, October 16, 2017",VF53140780,Pay,Direct Annual,No,
"Monday, October 16, 2017",VF53136540,Pay EFT,Monthly EFT,Yes,
"Monday, October 16, 2017",VF53123300,Pay EFT,Monthly EFT,Yes,
"Monday, October 16, 2017",VF53163260,Pay EFT,Monthly EFT,Yes,
"Tuesday, October 17, 2017",VF53126310,Pay,Direct Annual,No,
"Tuesday, October 17, 2017",VP66299100,Pay,Direct Annual,No,
"Wednesday, October 18, 2017",VF53121850,Pay EFT,Monthly EFT,Yes,
"Wednesday, October 18, 2017",VP66295500,Pay,Direct Annual,No,
"Wednesday, October 18, 2017",VF53158040,Pay,Direct Annual,No,
"Thursday, October 19, 2017",VF53150100,Pay,Direct Annual,No,
"Thursday, October 19, 2017",VF53170840,Pay,Monthly EFT,Yes,
"Thursday, October 19, 2017",VF53147060,Pay,Direct Annual,No,
"Friday, October 20, 2017",VF53094080,Pay,Direct Annual,No,
"Friday, October 20, 2017",VP66300810,Pay,Direct Annual,No,
"Friday, October 20, 2017",VF53114350,Pay,Direct Quarterly,No,
"Monday, October 23, 2017",VF53124700,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53125880,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53072380,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53072410,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53072490,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53072430,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF53171410,Pay,Direct Annual,No,
"Monday, October 23, 2017",VF76048260,Pay EFT,Monthly EFT,No,
"Monday, October 23, 2017",VF53116290,Pay EFT,Monthly EFT,No,
"Monday, October 23, 2017",VF53125510,Pay EFT,Monthly EFT,Yes,
"Monday, October 23, 2017",VF53128200,Pay EFT,Monthly EFT,No,
"Monday, October 23, 2017",VF53136700,Pay EFT,Monthly EFT,No,
"Monday, October 23, 2017",VF53134120,Pay EFT,Monthly EFT,Yes,
"Monday, October 23, 2017",VF53141760,Pay EFT,Monthly EFT,Yes,
"Tuesday, October 24, 2017",VF53155390,Pay EFT,Monthly EFT,Yes,
"Tuesday, October 24, 2017",VF53156620,Pay EFT,Monthly EFT,Yes,
"Tuesday, October 24, 2017",VF53169430,Pay,Direct Annual,No,
"Tuesday, October 24, 2017",VP66301030,Pay,Direct Annual,No,
"Tuesday, October 24, 2017",VF53164540,Pay EFT,Monthly EFT,Yes,
"Friday, October 27, 2017",VF53149220,Pay,Direct Annual,No,
"Friday, October 27, 2017",VF53078390,Pay,Direct Annual,No,
"Friday, October 27, 2017",VF53170360,Pay,Direct Quarterly,No,
"Tuesday, October 31, 2017",VP66303080,Pay,Direct Annual,No,
"Tuesday, October 31, 2017",VF53148900,Pay,Direct Annual,No,
"Tuesday, October 31, 2017",VF53180040,Pay,Direct Annual,No,
"Tuesday, October 31, 2017",VP66299130,Pay,Direct Quarterly,No,
"Tuesday, October 31, 2017",VP66298860,Pay,Direct Annual,No,
"Tuesday, October 31, 2017",VF53129180,Pay,Direct Annual,No,
"Wednesday, November 1, 2017",VF53172620,Pay,Monthly EFT,Yes,
"Thursday, November 2, 2017",VF53148780,Pay,Direct Quarterly,No,
"Thursday, November 2, 2017",VF53169410,Pay,Direct Annual,No,
"Friday, November 3, 2017",VF53147250,Pay,Monthly EFT,Yes,
"Friday, November 3, 2017",VF53150920,Pay,Direct Annual,No,
"Friday, November 3, 2017",VF53155440,Pay EFT,Direct Annual,No,
"Monday, November 6, 2017",VF53196480,Pay,Direct Annual,No,
"Monday, November 6, 2017",VF53196490,Pay,Direct Annual,No,
"Monday, November 6, 2017",VP66300680,Pay,Direct Quarterly,No,
"Monday, November 6, 2017",VF53139530,Pay,Direct Annual,No,
"Monday, November 6, 2017",VF53094280,Pay,Direct Annual,No,
"Monday, November 6, 2017",VP66309000,Pay,Direct Annual,No,
"Tuesday, November 7, 2017",VF53196480,Pay,Direct Annual,No,
"Tuesday, November 7, 2017",VF53196490,Pay,Direct Annual,No,
"Tuesday, November 7, 2017",VF53128840,Pay,Direct Annual,No,
"Tuesday, November 7, 2017",VP66303070,Pay,Direct Annual,No,
"Wednesday, November 8, 2017",VF53137990,Pay EFT,Monthly EFT,No,
"Wednesday, November 8, 2017",VF53125370,Pay,Direct Annual,No,
"Friday, November 10, 2017",VF53144950,Pay,Direct Annual,No,
"Friday, November 10, 2017",VF53169080,Pay EFT,Monthly EFT,Yes,
"Friday, November 10, 2017",VF53153420,Pay,Direct Quarterly,No,
"Friday, November 10, 2017",VF53146830,Pay,Direct Quarterly,No,
"Friday, November 10, 2017",VF53164470,Pay EFT,Monthly EFT,Yes,
"Wednesday, November 15, 2017",VF53087210,Pay,Direct Annual,No,
"Wednesday, November 15, 2017",VP66304830,Pay EFT,Monthly EFT,Yes,
"Wednesday, November 15, 2017",VP71083030,Pay,Direct Annual,No,
"Thursday, November 16, 2017",VF53174620,Pay EFT,Monthly EFT,No,
"Thursday, November 16, 2017",VF53199570,Pay,Direct Annual,No,
"Thursday, November 16, 2017",VP66299940,Pay,Direct Quarterly,No,
"Thursday, November 16, 2017",VF53153250,Pay,Direct Quarterly,No,
"Friday, November 17, 2017",VF53163250,Pay,Monthly EFT,Yes,
"Friday, November 17, 2017",VF53195320,Pay,Direct Annual,No,
"Friday, November 17, 2017",VF53140170,Pay EFT,Monthly EFT,Yes,
"Friday, November 17, 2017",VP66312470,Pay EFT,Monthly EFT,No,
"Friday, November 17, 2017",VP66299530,Pay EFT,Direct Annual,No,
"Friday, November 17, 2017",VP71081980,Pay EFT,Monthly EFT,Yes,
"Monday, November 20, 2017",VP66308130,Pay EFT,Monthly EFT,Yes,
"Monday, November 20, 2017",VF53137650,Pay EFT,Direct Annual,Yes,
"Monday, November 20, 2017",VF53180140,Pay,Direct Quarterly,No,
"Tuesday, November 21, 2017",VF53149320,Pay,Monthly EFT,Yes,
"Tuesday, November 21, 2017",VF53163940,Pay EFT,Monthly EFT,Yes,
"Tuesday, November 21, 2017",VF53176550,Pay EFT,Monthly EFT,Yes,
"Tuesday, November 21, 2017",VP66303290,Pay,Direct Annual,No,
"Wednesday, November 22, 2017",VF53188640,Pay,Listbill,No,
"Wednesday, November 22, 2017",VF53103640,Pay,Monthly EFT,No,
"Wednesday, November 22, 2017",VF53150810,Pay,Direct Annual,No,
"Wednesday, November 22, 2017",VF53169750,Pay,Direct Annual,No,
"Wednesday, November 22, 2017",VF53166050,Pay,Direct Annual,No,
"Wednesday, November 22, 2017",VF53136870,Pay,Direct Annual,No,
"Wednesday, November 22, 2017",VF53197860,Pay EFT,Direct Annual,No,
"Wednesday, November 22, 2017",VF53197210,Pay EFT,Monthly EFT,Yes,
"Wednesday, November 22, 2017",VF53143030,Pay EFT,Direct Semi-Annual,No,
"Monday, November 27, 2017",VF53104500,Pay,Monthly EFT,Yes,
"Monday, November 27, 2017",VF53158560,Pay EFT,Monthly EFT,Yes,
"Tuesday, November 28, 2017",VF53164760,Pay,Monthly EFT,No,
"Thursday, November 30, 2017",VF53125830,Pay,Direct Quarterly,No,
"Thursday, November 30, 2017",VF53166090,Pay,Direct Quarterly,No,
"Thursday, November 30, 2017",VF53147390,Pay EFT,Monthly EFT,No,
"Thursday, November 30, 2017",VF53197080,Pay EFT,Monthly EFT,No,
"Friday, December 1, 2017",VF53170490,Pay,Monthly EFT,No,
"Friday, December 1, 2017",VF53177520,Pay,Monthly EFT,Yes,
"Wednesday, December 6, 2017",VF53165760,Pay,Direct Annual,No,
"Wednesday, December 6, 2017",VF53154630,Pay,Direct Annual,No,
"Wednesday, December 6, 2017",VP66299650,Pay,Direct Annual,No,
"Wednesday, December 6, 2017",VP66313640,Pay,Direct Annual,No,
"Thursday, December 7, 2017",VF53142890,Pay EFT,Monthly EFT,Yes,
"Thursday, December 7, 2017",VF53159630,Pay,Monthly EFT,No,
"Friday, December 8, 2017",VF53180940,Pay,Direct Annual,No,
"Friday, December 8, 2017",VP66305610,Pay EFT,Monthly EFT,Yes,
"Monday, December 11, 2017",VF53164720,Pay,Direct Annual,No,
"Monday, December 11, 2017",VF53130950,Pay,Direct Annual,No,
"Monday, December 11, 2017",VF53180500,Pay,Direct Annual,No,
"Monday, December 11, 2017",VF53172110,Pay,Listbill,No,
"Monday, December 11, 2017",VF53166640,Pay,Direct Annual,No,
"Monday, December 11, 2017",VF53163820,Pay,Direct Annual,No,
"Tuesday, December 12, 2017",VF53207670,Pay,Direct Annual,No,
"Wednesday, December 13, 2017",VP66306760,Pay,Direct Annual,No,
"Wednesday, December 13, 2017",VF53146890,Pay,Direct Annual,No,
"Wednesday, December 13, 2017",VP66305880,Pay,Direct Annual,No,
"Wednesday, December 13, 2017",VF53128190,Pay EFT,Monthly EFT,No,
"Wednesday, December 13, 2017",VP66300060,Pay EFT,Monthly EFT,Yes,
"Thursday, December 14, 2017",VF53183780,Pay,Monthly EFT,No,
"Thursday, December 14, 2017",VF53131400,Pay,Direct Annual,No,
"Thursday, December 14, 2017",VF53183750,Pay,Direct Annual,No,
"Thursday, December 14, 2017",VF53149150,Pay,Direct Annual,No,
"Thursday, December 14, 2017",VF53175510,Pay,Direct Annual,No,
"Thursday, December 14, 2017",VF53175520,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53180150,Pay EFT,Direct Annual,No,
"Friday, December 15, 2017",VF53213390,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53209520,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53153250,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53159870,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53164090,Pay,Direct Annual,No,
"Friday, December 15, 2017",VF53165960 ,Pay,Monthly EFT,No,
"Friday, December 15, 2017",VP66299370,Pay,Direct Annual,No,
"Monday, December 18, 2017",VF53191180,Pay,Direct Annual,No,
"Monday, December 18, 2017",VF53160880,Pay,Direct Annual,No,
"Monday, December 18, 2017",VF53147850,Pay,Direct Annual,No,
"Monday, December 18, 2017",VF53158990,Pay,Direct Annual,No,
"Monday, December 18, 2017",VF53132980,Pay EFT,Monthly EFT,Yes,
"Monday, December 18, 2017",VF53164770,Pay,Monthly EFT,No,
"Monday, December 18, 2017",VF53164750,Pay,Monthly EFT,No,
"Monday, December 18, 2017",VF53214760,Pay,Direct Annual,No,
"Monday, December 18, 2017",VP66308250,Pay,Direct Annual,No,
"Tuesday, December 19, 2017",VF53127660,Pay,Direct Annual,No,
"Tuesday, December 19, 2017",VF53174510,Pay,Direct Annual,No,
"Tuesday, December 19, 2017",VF53202650,Pay,Direct Annual,No,
"Tuesday, December 19, 2017",VP66310850,Pay,Direct Quarterly,No,
"Tuesday, December 19, 2017",VF53204400,Pay,Monthly EFT,No,
"Tuesday, December 19, 2017",VF53196130 ,Pay,Direct Annual,No,
"Friday, December 22, 2017",VF53163420,Pay,Direct Annual,No,
"Friday, December 22, 2017",VP66306920,Pay,Monthly EFT,Yes,
"Friday, December 22, 2017",VF53213010,Pay,Direct Annual,No,
"Friday, December 22, 2017",VF53171850,Pay,Direct Annual,No,
"Friday, December 22, 2017",VP66302320,Pay,Direct Quarterly,No,
"Friday, December 22, 2017",VP66299740,Pay,Monthly EFT,Yes,
"Friday, December 22, 2017",VF53201530,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53127160,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53149320,Pay EFT,Direct Annual,Yes,
"Tuesday, December 26, 2017",VP66303950,Pay EFT,Monthly EFT,No,
"Tuesday, December 26, 2017",VF53212000,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53145240,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53195940,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53198360,Pay,Direct Quarterly,No,
"Tuesday, December 26, 2017",VP66315990,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53198360,Pay,Direct Quarterly,No,
"Tuesday, December 26, 2017",VF53172710,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53106400,Pay,Direct Quarterly,No,
"Tuesday, December 26, 2017",VF53204310,Pay,Direct Annual,No,
"Tuesday, December 26, 2017",VF53127160,Pay,Direct Annual,No,
"Wednesday, December 27, 2017",VP66299950,Pay,Direct Annual,No,
"Wednesday, December 27, 2017",VP66306080,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53188580,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53202460,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53142830,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53213290,Pay,Monthly EFT,No,
"Thursday, December 28, 2017",VF53189030,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53200490,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53211660,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53208520,Pay,Monthly EFT,Yes,
"Thursday, December 28, 2017",VF53169570,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53217350,Pay,Direct Annual,No,
"Thursday, December 28, 2017",VF53208060,Pay,Listbill,No,
"Thursday, December 28, 2017",VF53216220,Pay EFT,Monthly EFT,No,
"Thursday, December 28, 2017",VF53183890,Pay EFT,Monthly EFT,Yes,
